,date,country_code,project,article,qid,pageviews,total_pageviews,language
95765,2024-08-07,RU,ru.wikipedia,"Кесада,_Беренис",,3873,4717,ru
95767,2024-07-31,PH,en.wikipedia,2025_Manila_local_elections,,691,4717,en
95842,2024-07-27,SI,sl.wikipedia,Poletne_olimpijske_igre_2024,Q995653,313,4714,sl
95911,2024-08-05,FR,fr.wikipedia,Pauline_Basquin,,568,4711,fr
96166,2024-08-07,DE,en.wikipedia,Guo_Qing,,232,4699,en
96473,2024-08-07,ZA,en.wikipedia,Tulbaghia_acutiloba,,142,4684,en
96498,2024-08-06,US,en.wikipedia,Sai_Abhyankkar,,90,4683,en
96552,2024-08-03,JP,ja.wikipedia,相棒のエピソード一覧_(season8-season13),,253,4680,ja
96691,2024-08-09,TW,zh.wikipedia,羅詩芳,,3742,4675,zh
97313,2024-07-30,ID,id.wikipedia,Elsa_Japasal,,416,4646,id
97331,2024-07-30,IN,hi.wikibooks,"प्रार्थना/हर_देश_में_तू,_हर_भेष_में_तू",,208,4645,hi
97481,2024-07-27,US,en.wikipedia,Somebody_Save_Me_(Eminem_song),,353,4639,en
97568,2024-08-10,KR,ko.wikipedia,팀_월즈,Q2434360,163,4634,ko
97660,2024-07-26,US,en.wikipedia,The_Pop_Out:_Ken_&_Friends,,311,4630,en
97865,2024-07-27,FR,fr.wikipedia,Saber_Desfarges,,264,4621,fr
97963,2024-07-28,US,en.wiktionary,skibidi,,354,4616,en
98071,2024-08-07,GR,el.wikipedia,Μπανγκλαντές,Q902,531,4611,el
98187,2024-08-05,MA,ar.wikipedia,الألعاب_الأولمبية_الصيفية_2028,Q1451505,222,4607,ar
98206,2024-08-09,BD,bn.wikipedia,সুপ্রদিপ_চাকমা,,2847,4606,bn
98245,2024-08-07,HR,hr.wikisource,"Evo_zore,_evo_dana",,474,4605,hr
98349,2024-08-05,US,zh.wikinews,2024年7月23日中文報紙頭條,,244,4600,zh
98739,2024-07-30,US,zh.wikinews,拜登退選_力挺賀錦麗,,265,4583,zh
98766,2024-07-28,DE,en.wikipedia,Xie_Yu_(sport_shooter),,96,4582,en
98805,2024-08-11,IL,he.wikipedia,קרל_לואיס,Q131237,147,4580,he
98871,2024-08-03,IT,it.wikipedia,Atletica_leggera_maschile_ai_Giochi_della_XXXIII_Olimpiade,,326,4577,it
98987,2024-08-10,JP,ja.wikipedia,シクフォニ,,209,4572,ja
99107,2024-07-29,ID,id.wiktionary,titik-titik,,349,4567,id
99137,2024-08-03,CA,en.wikipedia,Jacqueline_Madogo,,95,4565,en
99204,2024-07-30,IT,it.wikipedia,Scherma_ai_Giochi_della_XXXIII_Olimpiade_-_Fioretto_a_squadre_femminile,,975,4563,it
99250,2024-07-29,US,wikidata,Q98026080,,2376,4561,wikidata
99313,2024-08-11,US,zh.wikinews,2024年7月19日中文報紙頭條,,247,4558,zh
99386,2024-08-07,IN,ta.wikipedia,வினேசு_போகாட்,Q17466644,1544,4555,ta
99562,2024-08-07,IN,en.wikipedia,Anti-discrimination_Students_Movement,,189,4548,en
99589,2024-07-28,US,en.wikipedia,Adrian_Weinberg,,217,4547,en
99594,2024-08-05,US,zh.wikinews,2024年7月25日中文報紙頭條,,232,4546,zh
99738,2024-08-03,US,zh.wikinews,2024年7月18日中文報紙頭條,,253,4540,zh
99769,2024-08-10,US,zh.wikinews,2024年7月21日中文報紙頭條,,266,4538,zh
99790,2024-08-10,TH,th.wikipedia,ศรายุทธ_ใจหลัก,,1198,4537,th
99833,2024-07-27,US,fa.wikipedia,ایلان_ماسک,Q317521,135,4535,fa
99844,2024-08-05,JP,ja.wiktionary,。,,267,4535,ja
99852,2024-08-04,RO,ro.wikipedia,Tenis_la_Jocurile_Olimpice_de_vară_din_2024_-_masculin_simplu,,644,4534,ro
99950,2024-07-31,RO,en.wikipedia,Rowing_at_the_2024_Summer_Olympics_–_Men's_coxless_pair,,127,4530,en
99954,2024-08-11,UA,ru.wikipedia,Vladik_Brutal,,213,4530,ru
100164,2024-08-04,IT,it.wikipedia,Stati_Uniti_d'America_ai_Giochi_della_XXXIII_Olimpiade,,284,4521,it
100172,2024-08-06,US,zh.wikinews,2024年7月24日中文報紙頭條,,265,4520,zh
100195,2024-08-10,US,zh.wikinews,2024年7月20日中文報紙頭條,,247,4520,zh
100211,2024-07-30,IT,it.wikipedia,Scherma_ai_Giochi_della_XXXIII_Olimpiade_-_Fioretto_individuale_femminile,,659,4519,it
100249,2024-08-03,AU,en.wikipedia,Kai_Taylor,,186,4517,en
100267,2024-07-31,NO,no.wikipedia,Liste_over_byer_som_har_arrangert_OL,Q2597028,169,4517,no
100438,2024-08-02,JP,ja.wikipedia,昭和16年夏の敗戦,,2300,4509,ja
100659,2024-07-28,US,sg.wiktionary,አንዶራ,,656,4500,sg
100665,2024-08-09,ID,en.wikipedia,Wu_Peng_(sport_climber),,519,4500,en
100814,2024-08-03,UA,ru.wikipedia,"Ловушка_(фильм,_2024)",Q124077893,443,4493,ru
100895,2024-08-01,ES,ca.wikipedia,El_doctor_Martin,,473,4490,ca
101036,2024-08-03,IT,it.wikipedia,Tennis_ai_Giochi_della_XXXIII_Olimpiade_-_Doppio_misto,,433,4484,it
101086,2024-08-05,FR,fr.wikipedia,Fouad_Chokr,,227,4482,fr
101170,2024-08-05,ID,id.wiktionary,membesarkan_hati,,436,4479,id
101228,2024-08-11,DE,de.wikipedia,Lin_Yu-Ting,,1300,4476,de
101231,2024-08-06,US,en.wikipedia,2024_Hlinka_Gretzky_Cup,,130,4476,en
101285,2024-08-01,IN,ta.wikipedia,ஒலிம்பிக்கு_விளையாட்டுகள்,Q5389,145,4474,ta
101449,2024-07-29,IN,hi.wikipedia,उसैन_बोल्ट,Q1189,187,4467,hi
101498,2024-08-05,ID,id.wiktionary,siang_bolong,,317,4465,id
101651,2024-08-03,US,zh.wikinews,颱風凱米襲台_全台停班停課,,236,4459,zh
101670,2024-08-05,JP,ja.wikipedia,宮本真綾,,217,4458,ja
101715,2024-07-29,US,simple.wikipedia,2024_Summer_Olympics,Q995653,231,4456,simple
101840,2024-08-02,IN,hi.wikipedia,एलन_मस्क,Q317521,223,4450,hi
101884,2024-08-01,US,zh.wikinews,2024年7月26日中文報紙頭條,,245,4448,zh
101941,2024-07-29,KR,ko.wikipedia,시몬_바일스,Q7520267,526,4445,ko
102061,2024-07-29,US,zh.wikinews,阿根廷蟬聯美洲盃,,271,4441,zh
102182,2024-08-09,FR,fr.wiktionary,t-shirt,,429,4436,fr
102366,2024-07-27,ID,id.wikipedia,Daftar_anggota_Dewan_Perwakilan_Rakyat_Republik_Indonesia_2024–2029,,168,4429,id
102371,2024-07-30,IN,hi.wikipedia,यौन_संबंध,,200,4428,hi
102392,2024-08-11,US,zh.wikinews,2024年7月17日中文報紙頭條,,269,4427,zh
102404,2024-08-05,US,zh.wikinews,越共總書記阮富仲逝世,,272,4427,zh
102454,2024-07-28,RU,ru.wikipedia,Список_столиц_Олимпийских_игр,Q2597028,1159,4425,ru
102467,2024-07-29,ID,id.wikibooks,Fungsi_tombol_pada_keyboard,,287,4425,id
102848,2024-07-26,GB,en.wikipedia,Bando_Stone_&_The_New_World,,475,4409,en
103071,2024-08-02,FR,fr.wikipedia,Koh-Lanta_:_La_Tribu_maudite,,404,4399,fr
103101,2024-07-30,UA,ru.wikipedia,Бой_за_Тинзаутен,,167,4398,ru
103180,2024-07-28,FR,fr.wikipedia,Hong_Kong_aux_Jeux_olympiques_d'été_de_2024,,437,4395,fr
103183,2024-07-29,ES,es.wikipedia,Mentiras_desesperadas,,130,4395,es
103290,2024-08-08,CA,en.wikipedia,Artistic_swimming_at_the_2024_Summer_Olympics_–_Team,,115,4391,en
103393,2024-07-30,FI,fi.wikipedia,Voimistelu_kesäolympialaisissa_2024,,327,4387,fi
103558,2024-07-31,TH,th.wikipedia,นอวาก_จอกอวิช,Q5812,184,4381,th
103775,2024-07-29,FR,fr.wikipedia,Sabotages_sur_le_réseau_ferroviaire_français_en_2024,,860,4372,fr
103809,2024-07-27,IL,he.wikipedia,האסון_במג'דל_שמס_(2024),,998,4371,he
104045,2024-07-30,IN,en.wiktionary,y,,291,4362,en
104228,2024-07-29,IN,hi.wikipedia,2024_ग्रीष्मकालीन_ओलंपिक,Q995653,393,4353,hi
104263,2024-07-27,PH,en.wikipedia,Maloi_(Bini),,405,4352,en
104271,2024-07-28,GR,el.wikipedia,Χειμερινοί_Ολυμπιακοί_Αγώνες_2026,Q4630399,234,4352,el
104274,2024-08-01,US,zh.wikinews,2024年7月22日中文報紙頭條,,237,4352,zh
104431,2024-07-30,DE,wikidata,Q125087508,,273,4345,wikidata
104672,2024-08-08,FR,en.wikipedia,"Kim_Yu-jin_(taekwondo,_born_2000)",,211,4335,en
104715,2024-07-27,UA,ru.wikipedia,"Харрис,_Дональд",,161,4333,ru
104791,2024-08-06,TW,zh.wikipedia,2024年紹斯波特持刀襲擊事件,,111,4329,zh
104854,2024-08-05,US,en.wiktionary,look,,200,4327,en
105105,2024-07-30,DK,da.wikipedia,Håndbold_under_sommer-OL_2024_–_Herrer,,1143,4316,da
105552,2024-07-31,GR,el.wiktionary,αλμπάνης,,126,4298,el
105569,2024-08-11,KR,ko.wikipedia,박혜정,,4079,4297,ko
105610,2024-08-02,CA,en.wikipedia,Donair,,217,4296,en
105755,2024-08-06,IN,en.wikipedia,Suraj_Venjaramoodu_filmography,,176,4290,en
106137,2024-08-06,US,zh.wikinews,2024年7月27日中文報紙頭條,,280,4275,zh
106244,2024-08-01,ID,id.wiktionary,menciut,,303,4271,id
106267,2024-08-03,DE,de.wikipedia,Audi_A5_B10,,213,4270,de
106301,2024-08-02,US,en.wikipedia,Lauren_Scruggs,,353,4269,en
106331,2024-07-29,MA,ar.wikiversity,كلية_اللغة_الفرنسية/أيام_أسبوع_و_شهور_و_فصول,,286,4268,ar
106364,2024-07-27,BD,bn.wikipedia,ফারজানা_ওয়াহিদ_সায়ান,,757,4267,bn
106379,2024-08-11,FI,fi.wikipedia,Salatut_elämät_–_27._esityskausi_(2024–2025),,251,4266,fi
106397,2024-07-28,AU,en.wikipedia,Viren_Nettasinghe,,171,4266,en
106431,2024-07-28,US,en.wikipedia,Cook_Islands_at_the_2024_Summer_Olympics,,273,4264,en
106710,2024-08-03,TW,zh.wikipedia,金韓拿,,182,4253,zh
106738,2024-07-29,FR,fr.wiktionary,wokisme,,316,4252,fr
106750,2024-07-28,KR,ko.wikipedia,오예진,,1211,4252,ko
106777,2024-07-30,US,en.wikipedia,City_Cinderella,,382,4250,en
106787,2024-07-26,TH,th.wikipedia,ประเทศบังกลาเทศ,Q902,160,4250,th
106808,2024-08-03,US,en.wikipedia,End_Bad_Governance_protests,,213,4249,en
106875,2024-07-28,TW,zh.wikipedia,月光下的異世界之旅角色列表,,201,4247,zh
107067,2024-08-08,DE,en.wikipedia,Moesha_Johnson,,105,4240,en
107466,2024-07-29,UA,ru.wikipedia,Хронология_вторжения_России_на_Украину_(июль_2024),,160,4225,ru
107543,2024-07-30,FR,en.wikipedia,Andy_Barat,,203,4222,en
107563,2024-08-07,JP,ja.wikipedia,FALENO,,234,4221,ja
107583,2024-08-11,PL,pl.wiktionary,Słownik_języka_polskiego,,261,4221,pl
107590,2024-08-01,JP,ja.wikipedia,逃げるは恥だが役に立つ_(テレビドラマ),,273,4220,ja
107645,2024-07-28,UA,uk.wikipedia,Вбивство_Ірини_Фаріон,,586,4218,uk
107691,2024-08-06,JP,ja.wikipedia,MATSURI_(音楽グループ),,167,4217,ja
107914,2024-08-03,IN,ml.wikiquote,കുസൃതി_ചോദ്യങ്ങൾ,,316,4208,ml
107931,2024-08-07,TW,zh.wikipedia,2024年夏季奧林匹克運動會女子羽量級拳擊比賽,,166,4207,zh
107946,2024-07-29,IL,he.wikipedia,דדפול_(סרט),Q19347291,256,4207,he
108028,2024-08-01,TH,th.wikipedia,สุภัคชญา_ชาวคูเวียง,,149,4204,th
108155,2024-07-26,FR,fr.wikipedia,Abdelaali_Hassani_Cherif,,217,4199,fr
108166,2024-08-04,US,en.wikipedia,Impractical_Jokers_season_11,,228,4199,en
108180,2024-08-04,RS,sr.wikipedia,Света_Луција,Q760,897,4198,sr
108263,2024-08-10,TW,zh.wikipedia,陳詩欣_(台灣),,1295,4195,zh
108294,2024-08-03,JP,ja.wikipedia,冨岡愛,,253,4193,ja
108321,2024-08-06,MY,ms.wikipedia,Dulu_Dollah_Daebak,,232,4192,ms
108322,2024-08-06,JP,en.wikipedia,Towa_Uzawa,,723,4192,en
108370,2024-07-31,US,en.wikipedia,2024_SAG-AFTRA_video_game_strike,,513,4190,en
108416,2024-08-03,IN,hi.wikipedia,कमला_हैरिस,Q10853588,400,4188,hi
108454,2024-08-08,TW,wikidata,Q851864,,148,4187,wikidata
108504,2024-07-29,US,zh.wikinews,川普集會遇刺受傷,,313,4185,zh
108606,2024-08-07,FR,en.wikipedia,Gashim_Magomedov,,159,4182,en
108608,2024-08-03,TW,zh.wikipedia,甄嬛传角色列表,,264,4182,zh
108654,2024-08-02,DE,de.wikipedia,Olympische_Sommerspiele_2024/Teilnehmer_(Chinesisch_Taipeh),,128,4180,de
108737,2024-07-29,IN,bn.wikipedia,মনু_ভাকর,Q50351453,944,4178,bn
108945,2024-08-11,TW,zh.wikipedia,2024年日向灘地震,,1445,4169,zh
108950,2024-08-11,UZ,uz.wikipedia,Olimpiada_oʻyinlari,Q5389,738,4169,uz
108971,2024-08-09,CA,en.wikipedia,Yeison_López,,192,4168,en
109045,2024-08-03,IN,en.wikipedia,Bahishkarana,,203,4165,en
109203,2024-08-08,DE,de.wikipedia,Deutsche_3x3-Basketballnationalmannschaft_der_Damen,,230,4160,de
109480,2024-08-05,PH,en.wiktionary,ñ,,262,4149,en
109551,2024-08-08,RU,ru.wiktionary,лёд,,1047,4147,ru
109661,2024-08-11,CL,es.wikipedia,Juegos_Olímpicos_de_2026,Q4630399,217,4143,es
109857,2024-08-02,TH,th.wikipedia,การเลือกตั้งนายกองค์การบริหารส่วนจังหวัดในประเทศไทย_พ.ศ._2567,,252,4135,th
110300,2024-07-26,ID,id.wikipedia,Daftar_marga_Arab_Hadramaut,,206,4119,id
110314,2024-08-06,US,en.wikipedia,Ángela_Ruiz,,103,4118,en
110495,2024-07-31,TH,th.wikipedia,ไรอัน_เรย์โนลส์,Q192682,352,4112,th
110500,2024-07-31,FR,fr.wikipedia,Chaman_Dumontceau,,1152,4112,fr
110748,2024-08-03,FI,fi.wikipedia,Kesäolympialaiset_2036,,181,4104,fi
110750,2024-08-01,KR,ko.wikipedia,이스라엘_마다예,,1108,4104,ko
110835,2024-07-30,IT,it.wikipedia,Pallanuoto_ai_Giochi_della_XXXIII_Olimpiade_-_Torneo_femminile,,247,4101,it
110868,2024-07-28,IN,hi.wikipedia,कल्कि_2898_एडी,Q112430183,317,4100,hi
111197,2024-08-02,JP,ja.wikipedia,恋のブギウギナイト,,316,4088,ja
111442,2024-08-01,FI,fi.wikipedia,Maarit_Teuronen,,801,4080,fi
111532,2024-08-11,US,en.wiktionary,brain_rot,,189,4077,en
111618,2024-08-01,IT,it.wikipedia,XXVII_Giochi_olimpici_invernali,,182,4074,it
111635,2024-08-03,TH,th.wikipedia,ประเทศเซนต์ลูเชีย,Q760,409,4074,th
111774,2024-07-29,ZA,af.wikipedia,Olimpiese_Somerspele_2024,Q995653,285,4069,af
111874,2024-08-08,IN,simple.wikipedia,Sex_and_the_City_(movie),,196,4066,simple
111907,2024-07-29,GB,en.wikipedia,Wasim_Abusal,,112,4064,en
112230,2024-08-04,JP,ja.wikipedia,海に眠るダイヤモンド,,307,4054,ja
112556,2024-08-07,AU,en.wikipedia,Cocoa_production_in_São_Tomé_and_Príncipe,,150,4042,en
112668,2024-07-30,ES,ca.wikipedia,Jocs_Olímpics,Q5389,157,4038,ca
112790,2024-07-31,KR,ko.wikipedia,2024년_하계_올림픽_양궁_남자_단체,,471,4034,ko
112877,2024-07-31,JP,ja.wikipedia,2024年パリオリンピックのスケートボード競技・女子ストリート,,99,4031,ja
112902,2024-08-06,US,uk.wikipedia,Тім_Волз,Q2434360,122,4030,uk
113000,2024-08-05,MY,ms.wikipedia,Tyzo_Xander,,163,4026,ms
113112,2024-08-11,TW,zh.wikipedia,VoePass航空2283號班機空難,,843,4022,zh
113157,2024-08-01,PL,pl.wikipedia,Boks_na_Letnich_Igrzyskach_Olimpijskich_2024_–_kategoria_do_57_kg_kobiet,,119,4020,pl
113238,2024-07-30,RS,sr.wikipedia,Тенис_на_Летњим_олимпијским_играма_2024.,,327,4018,sr
113289,2024-07-27,JP,ja.wikipedia,大青山大介,,309,4016,ja
113541,2024-08-05,US,en.wikipedia,The_Force_(LL_Cool_J_album),,241,4007,en
113549,2024-08-01,IT,it.wikipedia,Attentato_a_Donald_Trump,,180,4007,it
113582,2024-08-06,IL,he.wikipedia,פגיעת_הרקטה_במג'דל_שמס,,159,4006,he
113627,2024-08-09,BE,nl.wikipedia,100_meter_(atletiek),Q164761,232,4004,nl
113703,2024-08-05,DE,de.wikipedia,Olympische_Sommerspiele_2024/Teilnehmer_(Australien),,135,4002,de
113735,2024-08-08,ID,id.wikipedia,Anda,,225,4001,id
113783,2024-08-03,TW,zh.wikipedia,特迪·里内,Q353514,341,3999,zh
113784,2024-07-28,GR,el.wikipedia,Πίνακας_μεταλλίων_Θερινών_Ολυμπιακών_Αγώνων_2020,Q61440363,162,3999,el
113940,2024-08-08,US,wikidata,Q5296,,251,3993,wikidata
114054,2024-07-27,GB,fa.wikipedia,سلین_دیون,Q5105,170,3989,fa
114072,2024-08-04,GB,en.wikipedia,Saturday_Night_(2024_film),,104,3989,en
114139,2024-07-29,GB,en.wikipedia,The_Night_Caller_(TV_series),,397,3987,en
114230,2024-08-11,RS,sr.wikipedia,Радослав_Филиповић,,3661,3984,sr
114323,2024-07-28,US,en.wikipedia,NBA_2K25,,197,3980,en
114407,2024-07-31,RO,ro.wikipedia,Lista_orașelor_gazdă_ale_Jocurilor_Olimpice,Q2597028,203,3977,ro
114584,2024-08-08,US,zh.wikinews,2024年7月16日中文報紙頭條,,261,3971,zh
114620,2024-08-08,IN,mr.wikisource,दासबोध/दशक_पहिला,,255,3971,mr
114735,2024-08-05,CA,en.wikipedia,José_Valenzuela,,116,3966,en
114876,2024-08-04,TW,zh.wikipedia,阿榮與阿玉,,1160,3962,zh
114993,2024-07-27,ES,ca.wikipedia,Rafael_Nadal_i_Parera,Q10132,571,3958,ca
115028,2024-08-01,BR,pt.wikipedia,Patricia_Sampaio,,97,3956,pt
115164,2024-08-05,TW,zh.wikipedia,長腿,Q116470610,119,3952,zh
115178,2024-08-02,IT,it.wikipedia,Ginnastica_ai_Giochi_della_XXXIII_Olimpiade_-_Concorso_a_squadre_femminile,,306,3952,it
115179,2024-08-01,PL,pl.wikipedia,Eksperyment_Calhouna,,234,3952,pl
115722,2024-08-01,UA,uk.wikisource,Молитва_за_померлих,,228,3933,uk
115769,2024-08-11,DE,en.wikipedia,Ada_Korkhin,,158,3931,en
115796,2024-08-03,PH,en.wikipedia,2024_State_of_the_Nation_Address_(Philippines),,175,3930,en
115834,2024-08-08,IT,it.wikipedia,Una_sconosciuta,,426,3929,it
115877,2024-08-02,DE,fa.wikipedia,سیمون_بایلز,Q7520267,326,3928,fa
115888,2024-08-01,JP,ja.wikipedia,2024年のテレビ番組一覧_(日本),,233,3928,ja
116201,2024-07-27,HU,hu.wikipedia,Való_Világ_12,,585,3917,hu
116380,2024-08-02,PL,pl.wikipedia,Barbara_Sowa,,712,3911,pl
116397,2024-08-10,PH,en.wikiversity,Characteristics_of_research,,105,3910,en
116401,2024-07-31,IN,en.wikipedia,Vikash_Singh_(athlete),,480,3910,en
116983,2024-08-06,US,en.wiktionary,capisce,,693,3892,en
117000,2024-08-05,DE,de.wikipedia,Harry_J,,101,3891,de
117252,2024-07-29,GB,en.wikipedia,Fencing_at_the_2024_Summer_Olympics_-_Women's_foil,,125,3883,en
117382,2024-07-26,US,en.wikipedia,Omar_Yaser_Ismail,,292,3878,en
117470,2024-07-27,IE,nl.wikimedia,Vacatures,,721,3876,nl
117557,2024-08-11,US,en.wikipedia,Delvine_Relin_Meringor,,1059,3872,en
117559,2024-07-31,DE,en.wikipedia,Quinty_Roeffen,,135,3872,en
117702,2024-08-11,US,fa.wikipedia,پول_و_پارتی,,119,3868,fa
117740,2024-08-03,MY,en.wikipedia,David_Yong,,113,3867,en
117943,2024-08-09,ES,es.wikipedia,Tommy_Robinson_(activista),Q2345201,132,3861,es
117976,2024-07-29,US,en.wikipedia,Despicable_Me_4_(soundtrack),,249,3859,en
118192,2024-07-28,EE,et.wikipedia,Nüüdisaegsed_olümpiamängud,Q5389,298,3852,et
118201,2024-08-01,US,zh.wikinews,2024年7月28日中文報紙頭條,,220,3852,zh
118258,2024-07-29,TW,zh.wikipedia,2024年夏季奧林匹克運動會女子48公斤級柔道比賽,,170,3850,zh
118288,2024-08-02,UA,ru.wikipedia,"Спокойно,_Маша,_я_Дубровский",,164,3849,ru
118382,2024-07-28,US,en.wikipedia,Aline_Chamereau,,138,3845,en
118422,2024-08-04,ID,id.wikipedia,Manang_Soebeti,,962,3844,id
118508,2024-07-26,JP,ja.wikipedia,クラウドストライク事件,,536,3841,ja
118511,2024-08-01,MN,mn.wikipedia,Парисын_олимп_(2024_он),Q995653,660,3841,mn
118555,2024-07-29,TW,zh.wikipedia,全勋英,,322,3839,zh
118607,2024-07-31,US,he.wiktionary,בנפול_אויבך_אל_תשמח,,129,3837,he
118636,2024-08-01,IT,it.wikipedia,Una_seconda_occasione,,134,3836,it
118644,2024-07-26,IT,it.wikipedia,Albania_ai_Giochi_della_XXXIII_Olimpiade,,347,3836,it
118671,2024-08-09,US,pt.wikipedia,Voo_VoePass_2283,,135,3835,pt
118794,2024-08-05,US,en.wikipedia,You_Look_Like_You_Love_Me,,265,3831,en
118808,2024-08-10,IN,en.wikipedia,Jujutsu_Kaisen_(TV_series),,91,3831,en
118944,2024-08-01,TW,zh.wikipedia,全員請上車,,206,3827,zh
118962,2024-08-11,US,en.wiktionary,gooning,,222,3827,en
118990,2024-08-04,GR,el.wikipedia,Δρόμος_100_μέτρων,Q164761,971,3825,el
119185,2024-08-06,US,en.wiktionary,try,,350,3819,en
119267,2024-08-01,TW,zh.wikipedia,哎咕島消失的舔甜歌姬,,275,3816,zh
119543,2024-07-29,IT,it.wikipedia,Beach_volley_ai_Giochi_della_XXXIII_Olimpiade_-_Torneo_maschile,,339,3808,it
119763,2024-08-04,HU,hu.wikipedia,Agymanók_2.,Q113877606,233,3802,hu
119823,2024-08-08,ES,en.wikipedia,Martina_Terré,,113,3800,en
119856,2024-07-31,MY,ms.wikipedia,Senarai_penerima_darjah_kebesaran_negeri_Pulau_Pinang_2024,,1037,3799,ms
119871,2024-07-28,JP,ja.wikipedia,安平光佑,,436,3798,ja
120071,2024-07-28,ES,es.wikipedia,Laura_Cabanes,,182,3792,es
120304,2024-08-04,SK,sk.wikipedia,Svätá_Lucia,Q760,894,3785,sk
120321,2024-07-28,BE,nl.wikipedia,Medaillespiegel_van_de_Olympische_Zomerspelen_2020,Q61440363,183,3784,nl
120367,2024-07-30,GR,el.wikipedia,Ίλον_Μασκ,Q317521,175,3783,el
120487,2024-08-09,TW,zh.wikipedia,喜欢你我也是_(第五季),,143,3779,zh
120627,2024-08-10,BR,pt.wikipedia,Jogos_Olímpicos_de_Verão_de_2036,,450,3775,pt
120661,2024-08-04,DE,de.wikipedia,Fest_der_Götter,,131,3774,de
120751,2024-08-06,FR,fr.wikipedia,Spot_de_Teahupoo,,3771,3771,fr
120808,2024-07-28,JP,ja.wikipedia,エナジックスポーツ高等学院,,262,3769,ja
120887,2024-08-10,AU,en.wikipedia,Diet_Pepsi_(Addison_Rae_song),,141,3767,en
120927,2024-07-29,GR,el.wikipedia,Αγιά_Νακαμουρά,Q37793136,252,3766,el
120936,2024-08-01,TW,zh.wikipedia,五福临门_(网络剧),,270,3766,zh
120970,2024-07-28,KZ,kk.wikipedia,Елдос_Бақытбайұлы_Сметов,,618,3765,kk
121128,2024-08-09,BR,pt.wikipedia,Miss_Brasil_2024,,677,3760,pt
121587,2024-08-10,US,en.wikipedia,Sincere_(Khalid_album),,135,3746,en
121613,2024-07-28,ID,id.wiktionary,cikal-bakal,,148,3745,id
121674,2024-08-02,PL,pl.wiktionary,skreczować,,185,3743,pl
121725,2024-08-08,IN,ta.wikipedia,வங்காளதேசம்,Q902,353,3742,ta
122012,2024-08-02,US,es.wikipedia,Daddio_(película),,1191,3733,es
122188,2024-08-07,PL,pl.wikipedia,Lekkoatletyka_na_Letnich_Igrzyskach_Olimpijskich_2024_–_rzut_młotem_mężczyzn,,157,3728,pl
122360,2024-08-03,CY,el.wikipedia,Έλενα_Κουλιτσένκο,,118,3722,el
122384,2024-07-29,IN,en.wikibooks,Kannada/Zodiac_Signs,,217,3721,en
122464,2024-07-29,DE,de.wikipedia,"Arielle,_die_Meerjungfrau",,127,3719,de
122520,2024-08-11,AU,en.wikipedia,The_Mandalorian_&_Grogu,,167,3717,en
122762,2024-07-30,US,en.wiktionary,dirty_Sanchez,,239,3709,en
122810,2024-07-30,US,en.wikipedia,Jasper_wildfire,,269,3708,en
122871,2024-08-09,US,wikidata,Q108053139,,599,3706,wikidata
123104,2024-07-27,JP,ja.wiktionary,お,,301,3699,ja
123158,2024-08-04,IN,en.wikipedia,Liu_Yukun,,107,3697,en
123355,2024-07-28,GB,fa.wikipedia,مراسم_تحلیف_چهاردهمین_دوره_ریاست‌جمهوری_در_ایران,,105,3691,fa
123388,2024-08-01,ID,id.wiktionary,memek,,236,3690,id
123440,2024-08-08,US,zh.wikinews,2024年7月29日中文報紙頭條,,242,3688,zh
123450,2024-08-08,BR,en.wikibooks,Intellectual_Property_and_the_Internet/Search_engines,,103,3688,en
123513,2024-07-28,HU,hu.wikipedia,Észak-Korea_a_2024._évi_nyári_olimpiai_játékokon,,139,3686,hu
123532,2024-08-10,GB,en.wikipedia,2024_Vienna_terrorism_plot,,182,3686,en
123776,2024-08-05,US,en.wikipedia,Fariba_Hashimi,,185,3678,en
123834,2024-07-29,PH,en.wikipedia,Aiah_(singer),,316,3676,en
124121,2024-08-04,IN,en.wiktionary,WWWWW,,243,3668,en
124357,2024-08-06,US,zh.wikinews,2024年7月15日中文報紙頭條,,270,3661,zh
124364,2024-07-26,DK,da.wikipedia,100-meterløb_(atletik),Q164761,154,3661,da
124505,2024-08-03,UA,uk.wikipedia,Дедпул,Q1631090,247,3657,uk
124568,2024-08-02,JP,ja.wiktionary,正正堂堂,,3468,3655,ja
124583,2024-08-02,PH,wikisource,Ama_namin,,200,3655,wikisource
124840,2024-07-26,JP,ja.wikipedia,爆上戦隊ブンブンジャー_劇場BOON!_プロミス・ザ・サーキット,,636,3647,ja
125435,2024-08-11,BE,nl.wikipedia,Stephen_Curry_(basketballer),Q352159,1002,3630,nl
125439,2024-07-31,HU,hu.wikipedia,Párbajtőr_(vívás),,173,3630,hu
125532,2024-07-30,TH,th.wikipedia,เลอบรอน_เจมส์,Q36159,182,3627,th
125575,2024-08-05,TH,th.wikipedia,มนัส_ตั้งสุข,,1612,3625,th
125577,2024-08-09,BD,bn.wikipedia,ফারুক-ই-আজম,,2175,3625,bn
125579,2024-08-01,JP,ja.wikipedia,初恋不倫〜この恋を初恋と呼んでいいですか〜,,336,3625,ja
125629,2024-08-07,TH,th.wikipedia,ธีรพงศ์_ศิลาชัย,,223,3624,th
125912,2024-08-08,IN,ta.wikipedia,சோபிதா_துலிபாலா,Q16234497,2029,3616,ta
125992,2024-08-03,GB,en.wikipedia,Killing_of_Mohammad_Bhar,,146,3614,en
